state,dist_name,address,email,telephone,state_code
Maharashtra,MILTON LIFE CARE PVT LTD (TRADE),"B/l03, RAMJI HOUSE PREMISES SOCIETYMUMBAIKALBADEYI ROAD1STFLOOR.30. JAMBHULWADI,MUMBAI,400002",,022-22062944,MH
Maharashtra,MLC Health Specialities LLP,"234, 2nd Floor, Hubtown SolarisN S PhadkeOpp. Teli GaliAndheriEast,MUMBAI,400069",,26823111,MH
Maharashtra,Prakash Medical Centre,"14, Cannought RoadOpp. Pune Railway Station,Pune,411001",,020-26122264/,MH
Maharashtra,Shree Surya Surgi Pharma Pvt Ltd,"G-23 A,Mumbai NakaSuyojit City Centre,Nashik,422001",,986004206499,MH
Maharashtra,Vardhman Health Specialities Pvt.,"3A,3B & 2C (PART I) TRUST HOUSEsecond and 3rd flr, 35 HOSPITAL AVENUEDR. EBORGES ROAD, PARELWadala West,Mumbai,400012",,9867867440,MH
Maharashtra,VARDHMAN HEALTH SPECIALITIES PVT.,"3A,3B & 2C (PART I) TRUST HOUSEsecond and 3rd flr, 35 HOSPITAL AVENUEDR. EBORGES ROAD, PARELWadala West,Mumbai,400012",,9867867440,MH
Odisha,BANSAL ENTERPRISERS,"OPP:UNION BANKMARWARIPARAJHARSUGUDA.,JHARSUGUDA,768201",mkbansal1999@gmail.com,06645-271023,OD
Odisha,OM SAI MEDICAL AGENCIES,"PLOT NO: 139DEULA SAHITULASIPUR,CUTTACK,753008",omsai.agencies2009@gmail.com,9861090930,OD
Odisha,CHANDUKA AGENCIES,"MANIK GHOSE BAZARTALA TELENGA BAZARPURIGHAT,CUTTACK,753009",rchanduka@gmail.com,6712308681,OD
Odisha,ADELINE PHARMA PVT LTD APOLLO,"ASHOK NAGARUNIT 2CAPITALBHUBANESWAR,BHUBANESWAR,751009",,0674-2951213,OD
Odisha,ADELINE PHARMA PVT LTD APOLLO,"ASHOK NAGARUNIT 2CAPITALBHUBANESWAR,BHUBANESWAR,751009",,0674-2951213,OD
Punjab,ARMAAN PHARMA DISTRIBUTORS,"PINDI STREET,LUDHIANA,LUDHIANA,141008",apd0161@rediffmail.com,0161-2726110 9815963631,PB
Punjab,KUL ENTERPRISES(RPR),"OLD PABHAT ROAD, OPP MODI KUNJ FLATSVILLAGEPABHARTZIRAKPUR,ZIRAKPUR,140603",kulenterprises1@gmail.com,9888041014,PB
Punjab,KUL ENTERPRISES(LDH),"OLD PABHAT ROAD, OPP MODI KUNJ FLATSVILLAGEPABHARTZIRAKPUR,ZIRAKPUR,140603",kulenterprises1@gmail.com,9888041014,PB
Punjab,KUL ENTERPRISES (PTL),"OLD PABHAT ROAD, OPP MODI KUNJ FLATSVILLAGEPABHARTZIRAKPUR,ZIRAKPUR,140603",kulenterprises1@gmail.com,9888041014,PB
Punjab,KUL ENTERPRISES (ASR),"OLD PABHAT ROAD, OPP MODI KUNJ FLATSVILLAGEPABHARTZIRAKPUR,ZIRAKPUR,140603",kulenterprises1@gmail.com,9888041014,PB
Punjab,MAN SINGH BHAGWAN SINGH,"PINDI STREETLUDHIANA,LUDHIANA,141008",manjitsingh1969@gmail.com,0161-2726096 9815200536,PB
Punjab,SHANKAR MEDICOS,"1-SHANKAR PALACEDILKUSHA MARKETJALANDHAR,JALANDHAR,144001",shankarmedico.gaurav@gmail.com,0181-4611959 9316461959,PB
Punjab,SWAMI MEDICAL HALL,"KATRA SHER SINGH,HALL BAZARAMRITSAR(PB),AMRITSAR,143006",swamimedicalhallamritsar@gmail.com,0183-5069915 9872066608,PB
Punjab,MITTAL MEDICOS,"WHOLESALE CHEMISTS & DRUGGISTSOPP. CIVILHOSPITALMOGA,MOGA,142001",mittalmedicos@yahoo.com,01636-221988 9914920088,PB
Punjab,PUNJAB SURGICAL & MEDICINE CENTRE,"PATIALA12 to 13 and 16 to17G T B MARKET T B HOSPITAL Rd,PATIALA,147001",punjab.surgical@yahoo.in,9855468600,PB
Punjab,SEHAJ ENTERPRISES,"SCF 31, 1ST FLOORBIBIWALA CHOWKBHARAT NAGAR SHOPPINGCOMPLEX,BATHINDA,151005",sehaj.bathinda@gmail.com,9815990010,PB
Punjab,KAVYA PHARMA,"BUILDING NO 1333/12-13KUCHA DAL KHANA KATRA SHERSINGH,AMRITSAR,143001",kavyapharmaasr1@gmail.com,0183-5050684,PB
Punjab,Garg Pharmaceuticals,"MCB-Z1-10430 Near Kesri DrycleanerGandhi MarketBathinda,Bathinda,151001",garg@gargpharma.com,0164-2235902,PB
Punjab,S M MEDICAL AGENCIES,"S C F 8 THE MALL GANDHI MARKETBATHINDA,BATHINDA,151001",smdist@rediffmail.com,9814870373,PB
Punjab,SANJIVANI MEDICOS,"SHOP NO.5,ESI ROAD,,LUDHIANA,141001",sanjivani.medicos@yahoo.com,161-2773745,PB
Punjab,KRISHNA & SONS,"G.T.ROAD,JALANDHAR,144001",krishnaandsons@yahoo.com,0181-2224586,PB
Punjab,KUL ENTERPRISES (CHANDIGARH),"OLD PABHAT ROAD, OPP MODI KUNJ FLATSVILLAGE:PABHARTZIRAKPUR,ZIRAKPUR,140105",kulenterprises1@gmail.com,9888041014/9888066662,PB
Punjab,SEHAJ ENTERPRISES,"S C FBharat NasarShopping ComplexFirst FlrBibi Wala Chowk,Chandigarh,151001",,9569690010,PB
Punjab,AVON MEDICOS,"E-block nr DMC & H1108/3 Tagore nagar,,Ludhiana,141001",info@avonmedicos.com,8288888212,PB
Punjab,AVON MEDICOS,"E-block nr DMC & H1108/3 Tagore nagar,,Ludhiana,141001",info@avonmedicos.com,8288888212,PB
Rajasthan,LAXMI PHARMA,"MEDICINE MARKET,OPP. M.G.HOSPITALJODHPUR,JODHPUR,342001",laxmipharma@yahoo.co.in,0291-2643881,RJ
Rajasthan,MODI DISTRIBUTORS,"20,PARHSAWANATH DAWA BAZAR,HAZARESHWARCOLONY,UDAIPUR,UDAIPUR,313001",modidistributors20@gmail.com,0294- 2411876,RJ
Rajasthan,"NAINANI MEDICO,","RAMPURA,KOTA,KOTA,324006",medico@nainanigroup.com,0744-2381346,RJ
Rajasthan,INDIAN DRUG DISTRIBUTORS,"128-129, SHRINATH PLAZAHOSPITAL RDUDAIPUR,UDAIPUR,313001",indian_drug@rediffmail.com,0294 - 2429036,RJ
Rajasthan,DHRUVI PHARMA PVT LTD.,"B-12 GROUND FLOOR & FIRST FLOORSUDERSHANPURA INDUSTRIAL AREA,22GODAM, JAIPUR,JAIPUR,302006",dhruvi_jpr@yahoo.co.in,0141-2225554,RJ
Rajasthan,M K DISTRIBUTORS,"LOKHANDWALA KUAN, DAWA BAZAR17, SHREEJI MANSION,ALWAR,301001",mukeshagarwalalwar@yahoo.com,9252760060,RJ
Rajasthan,AUSHADH DISTRIBUTORS,"A-06, FF-04, NEAR BIG BOSS STUDIO,GOVIND MAR, ADARSHNAGAR,JAIPUR,302001",aushadhdistributors15@gmail.com,9619806190,RJ
Rajasthan,RARUNA PHARMACEUTICALS,"OPP. RAJDAN MANSIONJALORI GATE,JODHPUR,342001",rarunapharmaceutical@gmail.com,0291-2615120/,RJ
Rajasthan,AUSHADH DISTRIBUTORS (JODHPUR),"SHOP NO. 2,H N.34MILKMAN COLONYITI ROAD,JODHPUR,342003",,9619806190,RJ
Rajasthan,AUSHADH DISTRIBUTORS (UDAIPUR),"A-06, FF-04, NEAR BIG BOSS STUDIO,GOVIND MAR, ADARSHNAGAR,JAIPUR,302001",aushadhdistributors15@gmail.com,9819072338,RJ
Rajasthan,ROYAL PHARMA,"OPP.J.K.LOAN HOSPITAL,J.L.N.MARG,,JAIPUR,302004",rohit_bawri@yahoo.com,0141-5274210,RJ
Rajasthan,AUSHADH DISTRIBUTORS,"A-06 ,FF-04ADARSH NAGARGOVIND MARG,NEAR BIG BOSSSTUDIO,,JAIPUR,302004",aushadhdistributors15@gmail.com,8947909823,RJ
Rajasthan,MEDIMITRA MEDICALS,"KHATIPURA ROAD,JAIPUR,302021",jaipurimmunology@hotmail.com,2355532,RJ
Rajasthan,BASANT MEDICINE CORNER,"H-7, JANPATHSHYAM NAGAR,JAIPUR,302019",,,RJ
Tamil Nadu,MEDPRO AGENCIES (MADURAI),"NO : 8 , HARVEY NAGAR,TECHNICAL SCHOOL WEST12 TH STREET,MADURAI,MADURAI,625016",medpromadurai@gmail.com,9841975530,TN
Tamil Nadu,MEDPRO AGENCIES PVT LTD,"NO.37-A2,G1,GROUND FLOORASHTHALAKSHMI NAGAR,2NDSTREETALAPAKKAMCHENNAI,CHENNAI,600116",medprochennai@gmail.com,044-42918206 / 9841139733,TN
Tamil Nadu,NAGAMMAI PHARMA DISTRIBUTORS,"NEW NO. 16, OLD NO. 239,THIRUVENKATASAMY ROAD (EAST)NEAR PONNAIHHOSPITAL,COIMBATORE,COIMBATORE,641001",kdsdaily@yahoo.com,9894988915,TN
Tamil Nadu,OMKAR MEDICAL DISTRIBUTORS PVT LTD,"NO 147 FIRST FLOOR, THIRUPATHI NAGAR , MAIN STREETTHIRUPATHINAGARVALASARAVAKKAMN,CHENNAI,600087",omkar.medical@gmai.com,044-30513555,TN
Tamil Nadu,SIVAGAMI MEDICAL,"364 WEST MAIN STREETTANJORE 613009.,TANJORE,613009",ctctn@yahoo.com,9443412456,TN
Tamil Nadu,OM SHAKTHI MEDI CENTRE,"OM SHAKTHI TOWERS,104&107ANNASALAI(NEAR LIC BUILDING)CHENNAI600002.,CHENNAI,600002",omsakthimedi@gmail.com,8554120/8548796,TN
Tamil Nadu,PALEPU PHARMA PVT LTD(TAMBARAM),"29A, 1ST FLOOR & 2ND FLOOR,AYYASWAMY STREETWESTTAMBARAM,CHENNAI,CHENNAI,600045",davey@palepugroup.com,9941355543,TN
Tamil Nadu,R.K.PHARMA DISTRIBUTORS,"NEW NO 825 (439/6)2ND FLOOR, PORTION 1E.V.R SALARPOONAMALLE HIGHROADARUMBAKKAM,AMINIJIKARAI,600106",rkpdistributors@gmail.com,42654569,TN
Tamil Nadu,SRI SELVAGANESH MEDICALS AGENCIES,"KALIMUTHU PILLAI LANE,DOOR NO.75, GROUND FLOOR,1ST Flr.. 2NDFlr..,DINDIGUL,624001",sgma1sgma@gmail.com,04512423876 99944 44380,TN
Tamil Nadu,SREE SAI ENTERPRISES,"Plot No: 29, 1st IInd & 3rf Floor, Amman Koil StreetVenuvampet,Chennai,600091",sree_sai_enterprises@yahoo.com,9940118877,TN
Tamil Nadu,MEDIHAUXE INTERNATIONAL PVT LTD,"RPY COMPLEX ,40/32, KARPAGAMBAL NAGAR(OPP.TOAMRUTANJAN),MYLAPORE,CHENNAI,600004",medihauxe@yahoo.in,044-249924929394,TN
Tamil Nadu,MEDILINE AGENCIES (COIMBATORE),"204/1, FIRST FLOOR, G.V. RESIDENCYNEAR FUN REPUBLICMALLSOWRIPALAYAM,COIMBATORE,641028",medilineagencies2017@gmail.com,830048159199,TN
Tamil Nadu,PALEPU PHARMA PVT.. LTD..,"6A, SIVAGANGAI MAIN RDMANAGIRIMADURAIMADURAI,MADURAI,625020",palepumdu@yahoo.in,4522586550,TN
Tamil Nadu,SELVARATHNA AGENCIES,"OLD NO 15/20 NEW NO 35OPPANAKARASTREETCOIMBATORE,COIMBATORE,641001",selvarathna.cbe@gmail.com,4224358686,TN
Tamil Nadu,AYYAPPA ACENCIES,"19E & 19F, FIRST FLOORNORTH CAR STREETNEXT TO HEAD POSTOFFICENAGERCOIL,NAGERCOIL,629001",nglayyappa@gmail.com,9787747103,TN
Tamil Nadu,GLOBAL LIFE CARE,"NO 3, Ground Floor, 7TH CROSS, 5THTRICY, TAMILNADUSHRINIVASA NAGAR,SOUTH VAYALUR ROAD,Trihcy,620017",globallifecare123@yahoo.com,0431-4030131,TN
Tamil Nadu,LIFECARE PHARMA PRIVATE LIMITED,"NEW NO:16, (OLD NO:.11) 8TH STREETGOPALAPURAM,CHENNAI,600086",,9840050518,TN
Tamil Nadu,KARSHIN PHARMA,"PLOT NO 1AV K P NAGAR 3RD CROSS STREETMADAKULAM MAINRdPALANGANATHAMMADURAI,MADURAI,625003",karshinpharma@gmail.com,9500927333,TN
Tamil Nadu,CHELLAS VIDANKAR PHARMA DISTRIBUTOR,"133-A, GROUND FLOOR, AZAD ROADOLD NAGAISALAIVIJAYAPURAMTIRUVARUR,TIRUVARUR,610001",chellasvidankar@gmail.com,7373089090,TN
Tamil Nadu,MEDIHAUXE INTERNATIONAL PVT LTD,"NO 40/32,KARPAGAMBAL NAGAR,NEAR NAGESWARA RAOPARKMYLAPORECHENNAI,CHENNAI,600004",venkatesh@medihauxelifesaving.com,24992495,TN
Tamil Nadu,Bio Square Life Sciences,"No. 3, Ground & First FloorVadapalani3rd StreetKumaran Colony,Chennai,600026",bio_square@yahoo.co.in,044-23624594 8220259911,TN
Tamil Nadu,CMC Vellore Association,"Christian Medical CollegePHARMACY SERVICES,Chandan Nagar,VELLORE,632004",pharmacypurchase@cmcvellore.ac.in,041-62282135,TN
Tamil Nadu,"Om Sakthi Medi Centre, Chennai","New No. 163, Old No 104 and 107,Omshakti Towers, AnnaSalaiChennai,Chennai,600002",omsakthimedi@gmail.com,4428606221,TN
Tamil Nadu,"GRS Life Care, Madurai","1st Floor, 159 G,Thalai Veethi 2 Cross Street,Aavin Nagar, Madurai,,Madurai,625020",grslifecare@gmail.com,9367526015,TN
Tamil Nadu,SRI MEENAKSHI BIOTEC,"NO 343 SP TOWERSSIVANANDAPURAM,COIMBATORE,641035",,,TN
Tamil Nadu,GRS LIFE CARE,"1st Floor, 159 G,Thalai Veethi 2 Cross Street,Aavin Nagar, Madurai,,Madurai,625020",grslifecare@gmail.com,9367526015,TN
Telangana,AKSHAYA MEDICAL & SURGICAL AGENCIES,"PLOT NO F-4/B/1GANDHI NAGAR IDAQUTHBULLAPUR MANDALMEDCHALMALKAJGIRI,HYDERABAD,500037",akshayamedicalagencies@gmail.com,8897058832/040-64565508,TS
Telangana,GAUDEV & CO,"2nd floor, punjaguttaD NO 6 3 668 9 6 OPP MODEL HOUSEMAIN ROAD,UDAYMEDICALSMCH CIRCLE 5 MANDAL,HYDERABAD,500082",gaudevcompany@yahoo.com,040-65916729/9963107800,TS
Telangana,PHARMA PLUS,"D.No. 1-8-229/10/4PRENDERGHAST RDPART OF FIRSTFLR,SECUNDERABAD,500003",Pharmaplus.dis@gmail.com,9930191705,TS
Telangana,Vasu Vaccines & Speciality Drugs Pv,"D.NO:3-6-516/1 , 2nd FloorVasu Pharma House Street No 6Himayath Nagar(V)Khairatabad(M),Hyderabad,500029",vasugroup_hnr@yahoo.co.in,9248060717/9248060730,TS
Telangana,GAUDEV & CO(Hosp),"D.NO. 6-3-668/9/6,OPP.MODEL HOUSE2nd floor, punjaguttaMAIN ROAD,UDAYMEDICALSMCH CIRCLE 5 MANDALHYDERABAD,HYDERABAD,500082",,,TS
Telangana,M/s. SVS Pharma (FMSPL),"plot no 317 sy no 11/14,11,/15,11,16Patrika Nagarsri swamy ayyappa co-operativehousingsociety,khanamet village, serillngammandal rande,Hyderabad,500081",purchase@svsfmp.com,9100102458,TS
Telangana,Novacare Healthcare Solutions Pvt.L,"H.No:- 6-1-190/25,Near NTR Statue,PadmaraoNagar,Secunderabad,Hyderabad,500025",hyd@novacare.in,4066770909,TS
Telangana,OLIVE HOSPITALS PRIVATE LIMITED,"(CENTRAL PHARMACY STORE)NANAL NAGARMAHDIPATNAMD NO : 12-2-718/3,4,5 05TH FLOORHYDERABAD,HYDERABAD,500024",santoshm@olivehospitals.com,9133946000,TS
Telangana,APOLLO HOSPITALS ENTERPRISE LTD,"SY NO.403JUBILEE HILLSAMEERPETAPOLLO HOSPITALSCOMPLEXHYDERABAD,HYDERABAD,500033",yuvaraj_ar@apollopharmacy.org,9980377553,TS
Telangana,MALLAREDDY NARAYANA MULTISPECIALITY,"HOSPITAL CENTRAL STORE (A UNIT OFD NO:1-1-216,SURARAM X ROADOFCHANDRAMMA EDUCATIONAL SOCIETY)JEEDIMETLA,HYDERABAD,500055",purchase@mrghospitals.org,8886289944,TS
Telangana,DIANSUCARE PHARMACY A UNIT OF DIANS,"PRIVATE LIMITED) â RAVI HOSPITALSROAD NO-1, KPHB COLONY NEAR GHMCPARKKUKATPALLY-KPHBD NO: 15-25-549, GROUND",dr.ravikumar@ravihospitals.com,9030144488,TS
Telangana,HYDERABAD INSTITUTE OF ONCOLOGY PVT,"LTD (CENTRAL MEDICAL STORE)SRI VENKATESWARA CO P HOUSINGBUILDINGSOCIETY ROAD NO-2D NO:8-2-293/82/L/276/ABANJARAHILLS,",pharmacy@omegahospitals.com,9100339990,TS
Telangana,SRI SRI HOLISTIC HOSPITAL A UNIT OF,"RAMACHANDRA HEALTH SERVICES PVT LTD)HYDER NAGARNIZAMPET ROAD1-2-49-13 B GROUNG FLOOR-2KUKATPALLI,MALKAJGIRI,500072",purchase2014srisriholistic@gmail.com,8886610110,TS
Telangana,Medihauxe Pharma Pvt. ltd,"BHATâS SQUARE,7-1-397.102 7 ANEAR COMMUNITY HALLSANJEEV REDDYNAGAR,,Hyderabad,500038",medint96@gmail.com,04023715515/16/17/18,TS
Telangana,CENTRAL PHARMACY (KIMS HOSPITAL,"ENTERPRISES PRIVATE LIMITED)-KONDAPURKONDAPURSHERLINGAMPALLYSNO.55/EE, 06TH FLOORKONDPAUR,HYDERABAD,500084",kon.medipur@kimshospitals.com,040-44186568,TS
Telangana,REGSON HEALTH CARE,"MAYUR MARGBEGUMPETMARREDPALLY,HYDERABAD,500016",regsonhealthcare@gmail.com,8879640426,TS
Telangana,Medihauxe Pharma Pvt. ltd,"BHATâS SQUARE,7-1-397.102 7 ANEAR COMMUNITY HALLSANJEEV REDDYNAGAR,,Hyderabad,500038",medint96@gmail.com,04023715515/16/17/18,TS
Telangana,Satya Distributors,"H. No. 8-3-169/3/EFlat # 5, Poojitha ApartmentBeside Community Hall, SiddarathaNagarS R Nagar,Hyderabad,500038",satya.distributors16@gmail.com,040-23704595,TS
Telangana,"Gaudev & Co, Hyderabad","Door No. 6-3-668/9/6, Uday Medicals2nd Floor, PunjaguttaHyderabad CentralZone,Hyderabad,500082",,,TS
Uttar Pradesh,D.N.ASSOCIATES,"SUGNAMAL MARKET,1ST FLOORSHOP NO.839, AMINABAD ,LUCKNOWLUCKNOW,LUCKNOW,226018",dnassociates.lko@gmail.com,9839063042,UP
Uttar Pradesh,MEDIWAYS VACCINE COMPANY (LOC),"41, 41A,GROUND & FIRST FLRRAMANUJ DAYAL NAI BASTIOPP MMGHOSPITALGHAZIABAD,GHAZIABAD,201001",nitin_mediways@yahoo.com,9891260300,UP
Uttar Pradesh,SHAKUN SALES PVT. LTD.(TRADE),"29-30, GOLE MARKET,MAHANAGAR,LUCKNOWLUCKNOW,LUCKNOW,226020",wholesale@shakunsales.com,2382494,UP
Uttar Pradesh,SHANTI HEALTH CARE AGENCY,"B 30/48 KAC.B PLAZAMADHAV MARKETLANKA,VARANASI,VARANASI,221005",shantihcag@gmail.com,2368597,UP
Uttar Pradesh,TALATI BROS,"59/32, BIRHANA ROADKANPURKANPUR,KANPUR,208001",talatibrothers@reddifmail.com,9415042016,UP
Uttar Pradesh,S S TRADERS,"B 82 GROUND FLOOR,NAGAR NIGAM H NO 0561SIDHARIPUR SURAJ KUNDCOLONYGORAKHPURPS KOTWALI,GORAKHPUR,273015",sstraders.gorakhpur@gmail.com,7607716688,UP
Uttar Pradesh,SHREE HARI ENTERPRISES,"VRINDAVAN YOJNARAI BAREILLY ROADAMBEDKARUNIVERSITYLUCKNOW,LUCKNOW,226025",shreeharienterprises81@gmail.com,9619514067,UP
Uttar Pradesh,NAVAANYA HEALTHCARE (ASU GZB),"SIHANI SADDIK NAGARINDRAPRASTH COLONYOPP UTTAMTOYATA,GHAZIABAD,201003",navaanyahealthcare@gmail.com,8810526032,UP
Uttar Pradesh,ARNOVA HEALTHCARE (LKN),"SECTOR MLDA COLONYASHIYANAKANUR ROADLUCKNOW,LUCKNOW,226012",arnovahealthcare@gmail.com,9920590070,UP
Uttar Pradesh,NAVAL MEDICALS,"SHOP NO 4 , MADHU PALACENEAR SGPGIMS,LUCKNOW,226014",naval.medical@gmail.com,9415953301,UP
Uttar Pradesh,ALBINO LIFESCIENCES PVT.LTD. LUCKNO,"Shalimar TowerTC 57, 2nd FlrV.Vibhuti KhandGomti Nagar,LUCKNOW,226010",lucknow@albino91.com,8800019190,UP
Uttarakhand,RUCHI MEDICAL PVT. LTD,"18 P.D TANDON MARGLAXMAN CHOWKDEHRADUN,DEHRADUN,248001",neeraj@ruchimedical.com,9634094090,UK
Uttarakhand,VISHAL MEDICO AGENCIES (CE),"KHANCHAND MARKET,HALDWANI 263 139,HALDWANI,262309",vishalmedicohld@gmail.com,9997907770,UK
West Bengal,Adeline Pharma Private Limited,"105, Mahatma Gandhi Road..,Kolkata,700104",adelinepharma2016@gmail.com,9831041904 9748472456,WB
West Bengal,Adeline Pharma pvt. Ltd (Apollo),"B1, Rishi Tech Park, Premises no. 02-3602nd flr, Plot no. DH.6.2, AA.1DNew town,Kolkata,KOLKATA,700156",adelinepharma2016@gmail.com,033-66120102,WB
West Bengal,FRIENDS SPECIALITY MEDICINE pvt. lt,"2ND FLOORPLOT XI 16BLOCK EP & GPSECTOR V , SALTLAKESECHBHAWAN,KOLKATA,700091",kolkata@fsmpl.co.in,8443902900,WB
